phrase,category,final_score,quality_classification,decision,distinctiveness_score,describability_score,legacy_heuristics_score,cultural_validation_score,duration_ms,timestamp,error
"Baking Cookies","Everything",19.42,unacceptable,[object Object],0,5,6.5,8,7,2025-07-31T15:45:50.527Z,
"Ballet Dance","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:45:50.527Z,
"Big Bang Theory","Everything",19.19,unacceptable,[object Object],0,5,15.83,0,7,2025-07-31T15:45:50.527Z,
"Birthday Cake","Everything",23.58,poor,[object Object],0,5,11.5,8,7,2025-07-31T15:45:50.527Z,
"Birthday Celebration","Everything",9.33,unacceptable,[object Object],0,5,4,0,7,2025-07-31T15:45:50.527Z,
"Book","Everything",59.50,acceptable,[object Object],0,20,21,18,4,2025-07-31T15:45:50.527Z,
"Brushing Teeth","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.528Z,
"Bubble Bath","Everything",12.46,unacceptable,[object Object],0,5,7.75,0,6,2025-07-31T15:45:50.528Z,
"Campfire Songs","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.528Z,
"Camping Under Stars","Everything",12.25,unacceptable,[object Object],0,5,7.5,0,6,2025-07-31T15:45:50.528Z,
"Chocolate Bar","Everything",25.67,poor,[object Object],0,5,14,8,6,2025-07-31T15:45:50.528Z,
"Christmas","Everything",6.83,unacceptable,[object Object],0,5,1,0,3,2025-07-31T15:45:50.528Z,
"Christmas Tree","Everything",29.42,poor,[object Object],0,20,6.5,0,4,2025-07-31T15:45:50.528Z,
"Cloud","Everything",16.92,unacceptable,[object Object],0,5,3.5,8,3,2025-07-31T15:45:50.528Z,
"Dancing Queen","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.528Z,
"Dog Walking","Everything",51.71,acceptable,[object Object],0,20,15.25,15,4,2025-07-31T15:45:50.528Z,
"Door","Everything",23.50,poor,[object Object],0,5,21,0,3,2025-07-31T15:45:50.528Z,
"Eating Ice Cream","Everything",45.19,acceptable,[object Object],0,20,15.83,8,6,2025-07-31T15:45:50.528Z,
"Fire","Everything",11.00,unacceptable,[object Object],0,5,6,0,3,2025-07-31T15:45:50.528Z,
"Fireworks Display","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.528Z,
"Fishing Trip","Everything",12.46,unacceptable,[object Object],0,5,7.75,0,6,2025-07-31T15:45:50.528Z,
"Football Game","Everything",54.83,acceptable,[object Object],10,5,19,23,6,2025-07-31T15:45:50.528Z,
"Garden Party","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.528Z,
"Gardening Tools","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,5,2025-07-31T15:45:50.529Z,
"Grocery Shopping","Everything",20.38,poor,[object Object],0,5,5.25,10,5,2025-07-31T15:45:50.529Z,
"Ice Skating","Everything",44.63,acceptable,[object Object],10,20,12.75,0,3,2025-07-31T15:45:50.529Z,
"Juggling Balls","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,5,2025-07-31T15:45:50.529Z,
"Library","Everything",8.92,unacceptable,[object Object],0,5,3.5,0,2,2025-07-31T15:45:50.529Z,
"Magic Show","Everything",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:45:50.529Z,
"Movie Night","Everything",31.63,poor,[object Object],0,5,12.75,15,5,2025-07-31T15:45:50.529Z,
"Outer Space","Everything",21.02,poor,[object Object],0,13,6.5,0,3,2025-07-31T15:45:50.529Z,
"Pet Adoption","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:45:50.529Z,
"Playing Guitar","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,88,2025-07-31T15:45:50.534Z,
"Reading","Everything",8.92,unacceptable,[object Object],0,5,3.5,0,86,2025-07-31T15:45:50.534Z,
"Riding a Bicycle","Everything",18.50,unacceptable,[object Object],0,5,15,0,89,2025-07-31T15:45:50.534Z,
"Roller Coaster","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,87,2025-07-31T15:45:50.535Z,
"Santa Claus","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,87,2025-07-31T15:45:50.535Z,
"School","Everything",23.50,poor,[object Object],0,5,21,0,85,2025-07-31T15:45:50.535Z,
"Shopping Mall","Everything",31.42,poor,[object Object],10,5,6.5,10,87,2025-07-31T15:45:50.535Z,
"Skiing Adventure","Everything",18.38,unacceptable,[object Object],0,5,5.25,8,87,2025-07-31T15:45:50.535Z,
"Skiing Trip","Everything",20.46,poor,[object Object],0,5,7.75,8,87,2025-07-31T15:45:50.535Z,
"Snow","Everything",19.00,unacceptable,[object Object],0,5,6,8,85,2025-07-31T15:45:50.535Z,
"Soccer Game","Everything",44.83,acceptable,[object Object],0,5,19,23,87,2025-07-31T15:45:50.535Z,
"Soccer Match","Everything",24.63,poor,[object Object],0,5,12.75,8,87,2025-07-31T15:45:50.535Z,
"Solar Eclipse","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,87,2025-07-31T15:45:50.535Z,
"Summer Vacation","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,87,2025-07-31T15:45:50.535Z,
"Surprise Party","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,87,2025-07-31T15:45:50.535Z,
"Treasure Hunt","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,86,2025-07-31T15:45:50.536Z,
"Washing Dishes","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,86,2025-07-31T15:45:50.536Z,
"Water","Everything",41.50,acceptable,[object Object],0,20,21,0,84,2025-07-31T15:45:50.536Z,
"Wedding Ceremony","Everything",28.38,poor,[object Object],0,20,5.25,0,85,2025-07-31T15:45:50.536Z,
"Winter","Everything",8.92,unacceptable,[object Object],0,5,3.5,0,5,2025-07-31T15:45:50.615Z,
"World Series","Everything",31.02,poor,[object Object],0,13,6.5,10,6,2025-07-31T15:45:50.615Z,
"Yoga Class","Everything",12.46,unacceptable,[object Object],0,5,7.75,0,7,2025-07-31T15:45:50.615Z,
"Account Login","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:45:50.615Z,
"Alien Invasion","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:45:50.615Z,
"All You Can Eat","Everything+",21.83,poor,[object Object],0,5,19,0,8,2025-07-31T15:45:50.615Z,
"All-Seeing Eye","Everything+",29.42,poor,[object Object],0,20,6.5,0,8,2025-07-31T15:45:50.615Z,
"Complete Makeover","Everything+",9.33,unacceptable,[object Object],0,5,4,0,6,2025-07-31T15:45:50.616Z,
"Concert Tickets","Everything+",22.54,poor,[object Object],0,5,10.25,8,6,2025-07-31T15:45:50.616Z,
"Content Library","Everything+",5.42,unacceptable,[object Object],0,0,6.5,0,6,2025-07-31T15:45:50.616Z,
"Cooking Show","Everything+",32.46,poor,[object Object],0,5,7.75,20,6,2025-07-31T15:45:50.616Z,
"Digital Wallet","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.616Z,
"Disco Fever","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.616Z,
"Empathy","Everything+",8.92,unacceptable,[object Object],0,5,3.5,0,4,2025-07-31T15:45:50.616Z,
"Everything Bagel","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.616Z,
"Everything Black","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.616Z,
"Everything Changes","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.616Z,
"Everything Hurts","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.616Z,
"Everything I Own","Everything+",12.94,unacceptable,[object Object],0,5,8.33,0,6,2025-07-31T15:45:50.617Z,
"Everything Must Go","Everything+",18.50,unacceptable,[object Object],0,5,15,0,6,2025-07-31T15:45:50.617Z,
"Everything New","Everything+",19.75,unacceptable,[object Object],0,5,16.5,0,4,2025-07-31T15:45:50.617Z,
"Everything Store","Everything+",17.67,unacceptable,[object Object],0,5,14,0,5,2025-07-31T15:45:50.617Z,
"Everything You Want","Everything+",17.11,unacceptable,[object Object],0,5,13.33,0,6,2025-07-31T15:45:50.617Z,
"Exclusive Content","Everything+",4.38,unacceptable,[object Object],0,0,5.25,0,5,2025-07-31T15:45:50.617Z,
"Fashion Show","Everything+",22.46,poor,[object Object],0,5,7.75,10,5,2025-07-31T15:45:50.617Z,
"Fitness Tracker","Everything+",29.42,poor,[object Object],0,5,6.5,18,5,2025-07-31T15:45:50.617Z,
"Free Trial","Everything+",16.63,unacceptable,[object Object],0,5,12.75,0,4,2025-07-31T15:45:50.618Z,
"Haunted Mansion","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,4,2025-07-31T15:45:50.618Z,
"Holiday Season","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,4,2025-07-31T15:45:50.618Z,
"Infinite Loop","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,4,2025-07-31T15:45:50.618Z,
"Jigsaw Puzzle","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,4,2025-07-31T15:45:50.618Z,
"Life Coach","Everything+",12.46,unacceptable,[object Object],0,5,7.75,0,90,2025-07-31T15:45:50.623Z,
"Live Streaming","Everything+",19.42,unacceptable,[object Object],0,5,6.5,8,90,2025-07-31T15:45:50.623Z,
"Mad Scientist","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,90,2025-07-31T15:45:50.623Z,
"Magic Carpet","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,90,2025-07-31T15:45:50.624Z,
"Magic Trick","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,89,2025-07-31T15:45:50.624Z,
"Metaphysics","Everything+",6.83,unacceptable,[object Object],0,5,1,0,8,2025-07-31T15:45:50.624Z,
"Movie Marathon","Everything+",38.58,poor,[object Object],0,5,11.5,23,89,2025-07-31T15:45:50.624Z,
"New Releases","Everything+",19.75,unacceptable,[object Object],0,5,16.5,0,10,2025-07-31T15:45:50.624Z,
"Omniscient Narrator","Everything+",9.33,unacceptable,[object Object],0,5,4,0,89,2025-07-31T15:45:50.624Z,
"Online Gaming","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,89,2025-07-31T15:45:50.624Z,
"Opening Presents","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,89,2025-07-31T15:45:50.624Z,
"Original Series","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,89,2025-07-31T15:45:50.624Z,
"Parental Controls","Everything+",9.33,unacceptable,[object Object],0,5,4,0,89,2025-07-31T15:45:50.624Z,
"Planet Earth","Everything+",29.42,poor,[object Object],0,20,6.5,0,10,2025-07-31T15:45:50.624Z,
"Rainbow Bridge","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,89,2025-07-31T15:45:50.624Z,
"Rainbow Colors","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,88,2025-07-31T15:45:50.625Z,
"Silent Movie","Everything+",31.63,poor,[object Object],0,5,12.75,15,88,2025-07-31T15:45:50.625Z,
"Space Adventure","Everything+",19.98,unacceptable,[object Object],0,13,5.25,0,9,2025-07-31T15:45:50.625Z,
"Streaming Buffer","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,88,2025-07-31T15:45:50.625Z,
"Streaming Movies","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,88,2025-07-31T15:45:50.625Z,
"Subscription Plan","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,88,2025-07-31T15:45:50.625Z,
"Tech Gadgets","Everything+",12.46,unacceptable,[object Object],0,5,7.75,0,87,2025-07-31T15:45:50.626Z,
"Time Traveler","Everything+",17.67,unacceptable,[object Object],0,5,14,0,8,2025-07-31T15:45:50.626Z,
"Total Eclipse","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,87,2025-07-31T15:45:50.626Z,
"User Profile","Everything+",12.46,unacceptable,[object Object],0,5,7.75,0,87,2025-07-31T15:45:50.626Z,
"Video On Demand","Everything+",18.50,unacceptable,[object Object],0,5,15,0,88,2025-07-31T15:45:50.626Z,
"Wedding Cake","Everything+",42.63,acceptable,[object Object],0,20,12.75,8,8,2025-07-31T15:45:50.626Z,
"Whole Grain","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,87,2025-07-31T15:45:50.626Z,
"World Tour","Everything+",22.06,poor,[object Object],0,13,7.75,0,7,2025-07-31T15:45:50.627Z,
"World Travel","Everything+",31.02,poor,[object Object],0,13,6.5,10,7,2025-07-31T15:45:50.627Z,
"Abraham Lincoln","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,86,2025-07-31T15:45:50.627Z,
"Albert Einstein","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,86,2025-07-31T15:45:50.627Z,
"Angelina Jolie","Famous People",20.38,poor,[object Object],0,5,5.25,10,86,2025-07-31T15:45:50.627Z,
"Ariana Grande","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,86,2025-07-31T15:45:50.627Z,
"Barack Obama","Famous People",46.02,acceptable,[object Object],25,13,6.5,0,4,2025-07-31T15:45:50.627Z,
"Beyoncé Knowles","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,85,2025-07-31T15:45:50.628Z,
"Bill Gates","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,85,2025-07-31T15:45:50.628Z,
"Charles Darwin","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,85,2025-07-31T15:45:50.628Z,
"Charles Dickens","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,85,2025-07-31T15:45:50.628Z,
"Chris Hemsworth","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,85,2025-07-31T15:45:50.628Z,
"Cristiano Ronaldo","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,85,2025-07-31T15:45:50.628Z,
"David Beckham","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,85,2025-07-31T15:45:50.628Z,
"Donald Trump","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,85,2025-07-31T15:45:50.628Z,
"Dwayne Johnson","Famous People",21.42,poor,[object Object],0,5,6.5,10,85,2025-07-31T15:45:50.628Z,
"Elon Musk","Famous People",13.50,unacceptable,[object Object],0,5,9,0,84,2025-07-31T15:45:50.629Z,
"Emma Watson","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,84,2025-07-31T15:45:50.629Z,
"Ernest Hemingway","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,84,2025-07-31T15:45:50.629Z,
"Gandhi","Famous People",8.92,unacceptable,[object Object],0,5,3.5,0,3,2025-07-31T15:45:50.629Z,
"Isaac Newton","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,84,2025-07-31T15:45:50.629Z,
"Jane Austen","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,84,2025-07-31T15:45:50.629Z,
"Jennifer Aniston","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,9,2025-07-31T15:45:50.714Z,
"Jennifer Lopez","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,9,2025-07-31T15:45:50.714Z,
"Johnny Depp","Famous People",22.46,poor,[object Object],0,5,7.75,10,9,2025-07-31T15:45:50.714Z,
"Julius Caesar","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,9,2025-07-31T15:45:50.714Z,
"Kim Kardashian","Famous People",21.42,poor,[object Object],0,5,6.5,10,9,2025-07-31T15:45:50.714Z,
"LeBron James","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,9,2025-07-31T15:45:50.714Z,
"Leonardo DiCaprio","Famous People",19.33,unacceptable,[object Object],0,5,4,10,9,2025-07-31T15:45:50.714Z,
"Leonardo da Vinci","Famous People",12.25,unacceptable,[object Object],0,5,7.5,0,8,2025-07-31T15:45:50.715Z,
"Marie Curie","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,8,2025-07-31T15:45:50.715Z,
"Marilyn Monroe","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,8,2025-07-31T15:45:50.715Z,
"Mark Twain","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,8,2025-07-31T15:45:50.715Z,
"Mark Zuckerberg","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,8,2025-07-31T15:45:50.715Z,
"Meryl Streep","Famous People",21.42,poor,[object Object],0,5,6.5,10,8,2025-07-31T15:45:50.715Z,
"Michael Jordan","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,8,2025-07-31T15:45:50.715Z,
"Michelle Obama","Famous People",39.98,poor,[object Object],20,13,5.25,0,5,2025-07-31T15:45:50.715Z,
"Mozart","Famous People",8.92,unacceptable,[object Object],0,5,3.5,0,4,2025-07-31T15:45:50.715Z,
"Nelson Mandela","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,8,2025-07-31T15:45:50.715Z,
"Nikola Tesla","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,8,2025-07-31T15:45:50.715Z,
"Oprah Winfrey","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,8,2025-07-31T15:45:50.715Z,
"Pablo Picasso","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:45:50.716Z,
"Prince Harry","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:45:50.716Z,
"Queen Elizabeth","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:45:50.716Z,
"Selena Gomez","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:45:50.716Z,
"Stephen Hawking","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:45:50.716Z,
"Stephen King","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,7,2025-07-31T15:45:50.716Z,
"Steve Jobs","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,7,2025-07-31T15:45:50.716Z,
"Thomas Edison","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:45:50.716Z,
"Tom Cruise","Famous People",22.46,poor,[object Object],0,5,7.75,10,7,2025-07-31T15:45:50.716Z,
"Tom Hanks","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,7,2025-07-31T15:45:50.716Z,
"Vincent van Gogh","Famous People",13.64,unacceptable,[object Object],0,5,9.17,0,7,2025-07-31T15:45:50.716Z,
"Will Smith","Famous People",30.79,poor,[object Object],0,5,17.75,10,7,2025-07-31T15:45:50.716Z,
"William Shakespeare","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:45:50.716Z,
"Winston Churchill","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:45:50.717Z,
"Ancient Spellbook","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.717Z,
"Casting Spell","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.717Z,
"Casting Spells","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.717Z,
"Castle Siege","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.717Z,
"Crystal Ball","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,6,2025-07-31T15:45:50.717Z,
"Cursed Amulet","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.717Z,
"Cursed Treasure","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.717Z,
"Dragon Rider","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.717Z,
"Dragon Riding","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.717Z,
"Dragon Slayer","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.717Z,
"Dragon's Breath","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:45:50.718Z,
"Dragon's Lair","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:45:50.718Z,
"Elf Archer","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:45:50.718Z,
"Elven Archer","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:45:50.718Z,
"Elven Kingdom","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:45:50.718Z,
"Enchanted Forest","Fantasy & Magic",28.38,poor,[object Object],0,20,5.25,0,2,2025-07-31T15:45:50.718Z,
"Fairy Dust","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:45:50.718Z,
"Fairy Godmother","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,87,2025-07-31T15:45:50.723Z,
"Fairy Wings","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,87,2025-07-31T15:45:50.723Z,
"Flying Broomstick","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,87,2025-07-31T15:45:50.723Z,
"Giant Ogre","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,86,2025-07-31T15:45:50.724Z,
"Goblin Attack","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,86,2025-07-31T15:45:50.724Z,
"Goblin Gold","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,86,2025-07-31T15:45:50.724Z,
"Griffin Flight","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,86,2025-07-31T15:45:50.724Z,
"Gryphon Flight","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,86,2025-07-31T15:45:50.724Z,
"Magic Mirror","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,86,2025-07-31T15:45:50.724Z,
"Magic Potion","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,86,2025-07-31T15:45:50.724Z,
"Magic Wand","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,86,2025-07-31T15:45:50.724Z,
"Mermaid Lagoon","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,86,2025-07-31T15:45:50.724Z,
"Mystic Portal","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,86,2025-07-31T15:45:50.724Z,
"Mystical Portal","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,86,2025-07-31T15:45:50.724Z,
"Mystical Unicorn","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,86,2025-07-31T15:45:50.724Z,
"Phoenix Feather","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,86,2025-07-31T15:45:50.724Z,
"Phoenix Rising","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,86,2025-07-31T15:45:50.724Z,
"Potion Brewing","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,85,2025-07-31T15:45:50.725Z,
"Sorcerer's Stone","Fantasy & Magic",28.38,poor,[object Object],0,20,5.25,0,82,2025-07-31T15:45:50.725Z,
"Spell Book","Fantasy & Magic",46.71,acceptable,[object Object],0,20,15.25,10,82,2025-07-31T15:45:50.725Z,
"Sword in Stone","Fantasy & Magic",36.50,poor,[object Object],0,20,15,0,85,2025-07-31T15:45:50.725Z,
"Talking Animals","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,85,2025-07-31T15:45:50.725Z,
"Troll Bridge","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,85,2025-07-31T15:45:50.725Z,
"Troll Under Bridge","Fantasy & Magic",12.25,unacceptable,[object Object],0,5,7.5,0,86,2025-07-31T15:45:50.725Z,
"Unicorn Horn","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,85,2025-07-31T15:45:50.725Z,
"Wand Waving","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,85,2025-07-31T15:45:50.725Z,
"Waving Wand","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,85,2025-07-31T15:45:50.725Z,
"Wizard Duel","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,85,2025-07-31T15:45:50.725Z,
"Wizard Hat","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,85,2025-07-31T15:45:50.725Z,
"Wizard School","Fantasy & Magic",18.71,unacceptable,[object Object],0,5,15.25,0,85,2025-07-31T15:45:50.725Z,
"Wizard's Hat","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,85,2025-07-31T15:45:50.725Z,
"Apple Pie","Food & Drink",45.46,acceptable,[object Object],10,5,7.75,23,85,2025-07-31T15:45:50.725Z,
"BBQ Ribs","Food & Drink",13.50,unacceptable,[object Object],0,5,9,0,85,2025-07-31T15:45:50.726Z,
"Baking Cake","Food & Drink",24.63,poor,[object Object],0,5,12.75,8,84,2025-07-31T15:45:50.726Z,
"Banana Split","Food & Drink",11.42,unacceptable,[object Object],0,5,6.5,0,84,2025-07-31T15:45:50.726Z,
"Boiling Pasta","Food & Drink",19.42,unacceptable,[object Object],0,5,6.5,8,84,2025-07-31T15:45:50.726Z,
"Bottled Water","Food & Drink",36.71,poor,[object Object],0,20,15.25,0,81,2025-07-31T15:45:50.726Z,
"Burger and Fries","Food & Drink",21.98,poor,[object Object],0,5,19.17,0,85,2025-07-31T15:45:50.726Z,
"Caesar Salad","Food & Drink",16.63,unacceptable,[object Object],0,5,12.75,0,84,2025-07-31T15:45:50.726Z,
"Cappuccino Foam","Food & Drink",11.42,unacceptable,[object Object],0,5,6.5,0,84,2025-07-31T15:45:50.726Z,
"Champagne Toast","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,84,2025-07-31T15:45:50.726Z,
"Cheese Burger","Food & Drink",16.63,unacceptable,[object Object],0,5,12.75,0,84,2025-07-31T15:45:50.726Z,
"Chicken Nuggets","Food & Drink",21.42,poor,[object Object],0,5,6.5,10,84,2025-07-31T15:45:50.726Z,
"Chocolate Cake","Food & Drink",29.83,poor,[object Object],0,5,19,8,84,2025-07-31T15:45:50.726Z,
"Chopping Onions","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,83,2025-07-31T15:45:50.727Z,
"Coffee Break","Food & Drink",51.71,acceptable,[object Object],0,20,15.25,15,80,2025-07-31T15:45:50.727Z,
"Coffee Mug","Food & Drink",52.75,acceptable,[object Object],0,20,16.5,15,80,2025-07-31T15:45:50.727Z,
"Cracking Nuts","Food & Drink",11.42,unacceptable,[object Object],0,5,6.5,0,82,2025-07-31T15:45:50.728Z,
"Drinking Smoothie","Food & Drink",9.33,unacceptable,[object Object],0,5,4,0,82,2025-07-31T15:45:50.728Z,
"Fish and Chips","Food & Drink",23.36,poor,[object Object],0,5,20.83,0,83,2025-07-31T15:45:50.728Z,
"French Fries","Food & Drink",31.42,poor,[object Object],10,5,6.5,10,8,2025-07-31T15:45:50.811Z,
"Fruit Smoothie","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,8,2025-07-31T15:45:50.811Z,
"Frying Eggs","Food & Drink",12.46,unacceptable,[object Object],0,5,7.75,0,8,2025-07-31T15:45:50.811Z,
"Garlic Bread","Food & Drink",18.71,unacceptable,[object Object],0,5,15.25,0,8,2025-07-31T15:45:50.811Z,
