phrase,category,final_score,quality_classification,decision,distinctiveness_score,describability_score,legacy_heuristics_score,cultural_validation_score,duration_ms,timestamp,error
"Baking Cookies","Everything",19.42,unacceptable,[object Object],0,5,6.5,8,36,2025-07-31T15:31:30.060Z,
"Ballet Dance","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,36,2025-07-31T15:31:30.060Z,
"Big Bang Theory","Everything",19.19,unacceptable,[object Object],0,5,15.83,0,37,2025-07-31T15:31:30.060Z,
"Birthday Cake","Everything",23.58,poor,[object Object],0,5,11.5,8,36,2025-07-31T15:31:30.060Z,
"Birthday Celebration","Everything",9.33,unacceptable,[object Object],0,5,4,0,36,2025-07-31T15:31:30.060Z,
"Book","Everything",59.50,acceptable,[object Object],0,20,21,18,5,2025-07-31T15:31:30.060Z,
"Brushing Teeth","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,36,2025-07-31T15:31:30.060Z,
"Bubble Bath","Everything",12.46,unacceptable,[object Object],0,5,7.75,0,36,2025-07-31T15:31:30.060Z,
"Campfire Songs","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,36,2025-07-31T15:31:30.060Z,
"Camping Under Stars","Everything",12.25,unacceptable,[object Object],0,5,7.5,0,37,2025-07-31T15:31:30.060Z,
"Chocolate Bar","Everything",25.67,poor,[object Object],0,5,14,8,36,2025-07-31T15:31:30.060Z,
"Christmas","Everything",6.83,unacceptable,[object Object],0,5,1,0,4,2025-07-31T15:31:30.061Z,
"Christmas Tree","Everything",29.42,poor,[object Object],0,20,6.5,0,5,2025-07-31T15:31:30.061Z,
"Cloud","Everything",16.92,unacceptable,[object Object],0,5,3.5,8,4,2025-07-31T15:31:30.061Z,
"Dancing Queen","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,35,2025-07-31T15:31:30.061Z,
"Dog Walking","Everything",51.71,acceptable,[object Object],0,20,15.25,15,5,2025-07-31T15:31:30.061Z,
"Door","Everything",23.50,poor,[object Object],0,5,21,0,4,2025-07-31T15:31:30.061Z,
"Eating Ice Cream","Everything",45.19,acceptable,[object Object],0,20,15.83,8,35,2025-07-31T15:31:30.061Z,
"Fire","Everything",11.00,unacceptable,[object Object],0,5,6,0,4,2025-07-31T15:31:30.061Z,
"Fireworks Display","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,35,2025-07-31T15:31:30.061Z,
"Fishing Trip","Everything",12.46,unacceptable,[object Object],0,5,7.75,0,35,2025-07-31T15:31:30.061Z,
"Football Game","Everything",54.83,acceptable,[object Object],10,5,19,23,35,2025-07-31T15:31:30.061Z,
"Garden Party","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,35,2025-07-31T15:31:30.061Z,
"Gardening Tools","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,35,2025-07-31T15:31:30.061Z,
"Grocery Shopping","Everything",20.38,poor,[object Object],0,5,5.25,10,35,2025-07-31T15:31:30.061Z,
"Ice Skating","Everything",44.63,acceptable,[object Object],10,20,12.75,0,4,2025-07-31T15:31:30.062Z,
"Juggling Balls","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,34,2025-07-31T15:31:30.062Z,
"Library","Everything",8.92,unacceptable,[object Object],0,5,3.5,0,3,2025-07-31T15:31:30.062Z,
"Magic Show","Everything",12.46,unacceptable,[object Object],0,5,7.75,0,34,2025-07-31T15:31:30.062Z,
"Movie Night","Everything",31.63,poor,[object Object],0,5,12.75,15,33,2025-07-31T15:31:30.063Z,
"Outer Space","Everything",21.02,poor,[object Object],0,13,6.5,0,3,2025-07-31T15:31:30.063Z,
"Pet Adoption","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,33,2025-07-31T15:31:30.063Z,
"Playing Guitar","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,15,2025-07-31T15:31:30.097Z,
"Reading","Everything",8.92,unacceptable,[object Object],0,5,3.5,0,9,2025-07-31T15:31:30.097Z,
"Riding a Bicycle","Everything",18.50,unacceptable,[object Object],0,5,15,0,15,2025-07-31T15:31:30.097Z,
"Roller Coaster","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,15,2025-07-31T15:31:30.097Z,
"Santa Claus","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,15,2025-07-31T15:31:30.097Z,
"School","Everything",23.50,poor,[object Object],0,5,21,0,9,2025-07-31T15:31:30.097Z,
"Shopping Mall","Everything",31.42,poor,[object Object],10,5,6.5,10,15,2025-07-31T15:31:30.097Z,
"Skiing Adventure","Everything",18.38,unacceptable,[object Object],0,5,5.25,8,15,2025-07-31T15:31:30.097Z,
"Skiing Trip","Everything",20.46,poor,[object Object],0,5,7.75,8,15,2025-07-31T15:31:30.097Z,
"Snow","Everything",19.00,unacceptable,[object Object],0,5,6,8,9,2025-07-31T15:31:30.097Z,
"Soccer Game","Everything",44.83,acceptable,[object Object],0,5,19,23,15,2025-07-31T15:31:30.097Z,
"Soccer Match","Everything",24.63,poor,[object Object],0,5,12.75,8,15,2025-07-31T15:31:30.097Z,
"Solar Eclipse","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,15,2025-07-31T15:31:30.097Z,
"Summer Vacation","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,15,2025-07-31T15:31:30.097Z,
"Surprise Party","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,14,2025-07-31T15:31:30.098Z,
"Treasure Hunt","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,14,2025-07-31T15:31:30.098Z,
"Washing Dishes","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,14,2025-07-31T15:31:30.098Z,
"Water","Everything",41.50,acceptable,[object Object],0,20,21,0,8,2025-07-31T15:31:30.098Z,
"Wedding Ceremony","Everything",28.38,poor,[object Object],0,20,5.25,0,9,2025-07-31T15:31:30.098Z,
"Winter","Everything",8.92,unacceptable,[object Object],0,5,3.5,0,8,2025-07-31T15:31:30.098Z,
"World Series","Everything",31.02,poor,[object Object],0,13,6.5,10,9,2025-07-31T15:31:30.098Z,
"Yoga Class","Everything",12.46,unacceptable,[object Object],0,5,7.75,0,14,2025-07-31T15:31:30.098Z,
"Account Login","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,14,2025-07-31T15:31:30.098Z,
"Alien Invasion","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,14,2025-07-31T15:31:30.098Z,
"All You Can Eat","Everything+",21.83,poor,[object Object],0,5,19,0,15,2025-07-31T15:31:30.098Z,
"All-Seeing Eye","Everything+",29.42,poor,[object Object],0,20,6.5,0,13,2025-07-31T15:31:30.099Z,
"Complete Makeover","Everything+",9.33,unacceptable,[object Object],0,5,4,0,13,2025-07-31T15:31:30.099Z,
"Concert Tickets","Everything+",22.54,poor,[object Object],0,5,10.25,8,13,2025-07-31T15:31:30.099Z,
"Content Library","Everything+",5.42,unacceptable,[object Object],0,0,6.5,0,13,2025-07-31T15:31:30.099Z,
"Cooking Show","Everything+",32.46,poor,[object Object],0,5,7.75,20,13,2025-07-31T15:31:30.099Z,
"Digital Wallet","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,13,2025-07-31T15:31:30.099Z,
"Disco Fever","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,13,2025-07-31T15:31:30.099Z,
"Empathy","Everything+",8.92,unacceptable,[object Object],0,5,3.5,0,7,2025-07-31T15:31:30.099Z,
"Everything Bagel","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,13,2025-07-31T15:31:30.099Z,
"Everything Black","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,12,2025-07-31T15:31:30.100Z,
"Everything Changes","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,12,2025-07-31T15:31:30.100Z,
"Everything Hurts","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,12,2025-07-31T15:31:30.100Z,
"Everything I Own","Everything+",12.94,unacceptable,[object Object],0,5,8.33,0,12,2025-07-31T15:31:30.100Z,
"Everything Must Go","Everything+",18.50,unacceptable,[object Object],0,5,15,0,11,2025-07-31T15:31:30.101Z,
"Everything New","Everything+",19.75,unacceptable,[object Object],0,5,16.5,0,6,2025-07-31T15:31:30.101Z,
"Everything Store","Everything+",17.67,unacceptable,[object Object],0,5,14,0,11,2025-07-31T15:31:30.101Z,
"Everything You Want","Everything+",17.11,unacceptable,[object Object],0,5,13.33,0,11,2025-07-31T15:31:30.101Z,
"Exclusive Content","Everything+",4.38,unacceptable,[object Object],0,0,5.25,0,11,2025-07-31T15:31:30.101Z,
"Fashion Show","Everything+",22.46,poor,[object Object],0,5,7.75,10,10,2025-07-31T15:31:30.102Z,
"Fitness Tracker","Everything+",29.42,poor,[object Object],0,5,6.5,18,10,2025-07-31T15:31:30.102Z,
"Free Trial","Everything+",16.63,unacceptable,[object Object],0,5,12.75,0,10,2025-07-31T15:31:30.102Z,
"Haunted Mansion","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,10,2025-07-31T15:31:30.102Z,
"Holiday Season","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,9,2025-07-31T15:31:30.103Z,
"Infinite Loop","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,9,2025-07-31T15:31:30.103Z,
"Jigsaw Puzzle","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,9,2025-07-31T15:31:30.103Z,
"Life Coach","Everything+",12.46,unacceptable,[object Object],0,5,7.75,0,14,2025-07-31T15:31:30.113Z,
"Live Streaming","Everything+",19.42,unacceptable,[object Object],0,5,6.5,8,14,2025-07-31T15:31:30.113Z,
"Mad Scientist","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,14,2025-07-31T15:31:30.113Z,
"Magic Carpet","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,14,2025-07-31T15:31:30.113Z,
"Magic Trick","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,14,2025-07-31T15:31:30.113Z,
"Metaphysics","Everything+",6.83,unacceptable,[object Object],0,5,1,0,9,2025-07-31T15:31:30.113Z,
"Movie Marathon","Everything+",38.58,poor,[object Object],0,5,11.5,23,14,2025-07-31T15:31:30.113Z,
"New Releases","Everything+",19.75,unacceptable,[object Object],0,5,16.5,0,9,2025-07-31T15:31:30.114Z,
"Omniscient Narrator","Everything+",9.33,unacceptable,[object Object],0,5,4,0,13,2025-07-31T15:31:30.114Z,
"Online Gaming","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,13,2025-07-31T15:31:30.114Z,
"Opening Presents","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,13,2025-07-31T15:31:30.114Z,
"Original Series","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,13,2025-07-31T15:31:30.114Z,
"Parental Controls","Everything+",9.33,unacceptable,[object Object],0,5,4,0,13,2025-07-31T15:31:30.114Z,
"Planet Earth","Everything+",29.42,poor,[object Object],0,20,6.5,0,9,2025-07-31T15:31:30.114Z,
"Rainbow Bridge","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,13,2025-07-31T15:31:30.115Z,
"Rainbow Colors","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,12,2025-07-31T15:31:30.115Z,
"Silent Movie","Everything+",31.63,poor,[object Object],0,5,12.75,15,12,2025-07-31T15:31:30.115Z,
"Space Adventure","Everything+",19.98,unacceptable,[object Object],0,13,5.25,0,8,2025-07-31T15:31:30.115Z,
"Streaming Buffer","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,12,2025-07-31T15:31:30.115Z,
"Streaming Movies","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,12,2025-07-31T15:31:30.115Z,
"Subscription Plan","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,12,2025-07-31T15:31:30.115Z,
"Tech Gadgets","Everything+",12.46,unacceptable,[object Object],0,5,7.75,0,12,2025-07-31T15:31:30.115Z,
"Time Traveler","Everything+",17.67,unacceptable,[object Object],0,5,14,0,8,2025-07-31T15:31:30.115Z,
"Total Eclipse","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,12,2025-07-31T15:31:30.115Z,
"User Profile","Everything+",12.46,unacceptable,[object Object],0,5,7.75,0,12,2025-07-31T15:31:30.115Z,
"Video On Demand","Everything+",18.50,unacceptable,[object Object],0,5,15,0,12,2025-07-31T15:31:30.115Z,
"Wedding Cake","Everything+",42.63,acceptable,[object Object],0,20,12.75,8,8,2025-07-31T15:31:30.115Z,
"Whole Grain","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,12,2025-07-31T15:31:30.115Z,
"World Tour","Everything+",22.06,poor,[object Object],0,13,7.75,0,8,2025-07-31T15:31:30.115Z,
"World Travel","Everything+",31.02,poor,[object Object],0,13,6.5,10,7,2025-07-31T15:31:30.116Z,
"Abraham Lincoln","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,11,2025-07-31T15:31:30.116Z,
"Albert Einstein","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,11,2025-07-31T15:31:30.116Z,
"Angelina Jolie","Famous People",20.38,poor,[object Object],0,5,5.25,10,11,2025-07-31T15:31:30.116Z,
"Ariana Grande","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,11,2025-07-31T15:31:30.116Z,
"Barack Obama","Famous People",46.02,acceptable,[object Object],25,13,6.5,0,5,2025-07-31T15:31:30.116Z,
"Beyoncé Knowles","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,11,2025-07-31T15:31:30.116Z,
"Bill Gates","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,11,2025-07-31T15:31:30.116Z,
"Charles Darwin","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,11,2025-07-31T15:31:30.116Z,
"Charles Dickens","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,11,2025-07-31T15:31:30.116Z,
"Chris Hemsworth","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,11,2025-07-31T15:31:30.116Z,
"Cristiano Ronaldo","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,11,2025-07-31T15:31:30.116Z,
"David Beckham","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,11,2025-07-31T15:31:30.116Z,
"Donald Trump","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,11,2025-07-31T15:31:30.116Z,
"Dwayne Johnson","Famous People",21.42,poor,[object Object],0,5,6.5,10,11,2025-07-31T15:31:30.116Z,
"Elon Musk","Famous People",13.50,unacceptable,[object Object],0,5,9,0,10,2025-07-31T15:31:30.117Z,
"Emma Watson","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,10,2025-07-31T15:31:30.117Z,
"Ernest Hemingway","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,10,2025-07-31T15:31:30.117Z,
"Gandhi","Famous People",8.92,unacceptable,[object Object],0,5,3.5,0,5,2025-07-31T15:31:30.117Z,
"Isaac Newton","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,10,2025-07-31T15:31:30.117Z,
"Jane Austen","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,9,2025-07-31T15:31:30.118Z,
"Jennifer Aniston","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,38,2025-07-31T15:31:30.127Z,
"Jennifer Lopez","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,38,2025-07-31T15:31:30.127Z,
"Johnny Depp","Famous People",22.46,poor,[object Object],0,5,7.75,10,38,2025-07-31T15:31:30.127Z,
"Julius Caesar","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,38,2025-07-31T15:31:30.127Z,
"Kim Kardashian","Famous People",21.42,poor,[object Object],0,5,6.5,10,37,2025-07-31T15:31:30.128Z,
"LeBron James","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,37,2025-07-31T15:31:30.128Z,
"Leonardo DiCaprio","Famous People",19.33,unacceptable,[object Object],0,5,4,10,37,2025-07-31T15:31:30.128Z,
"Leonardo da Vinci","Famous People",12.25,unacceptable,[object Object],0,5,7.5,0,38,2025-07-31T15:31:30.128Z,
"Marie Curie","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,37,2025-07-31T15:31:30.128Z,
"Marilyn Monroe","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,37,2025-07-31T15:31:30.128Z,
"Mark Twain","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,37,2025-07-31T15:31:30.128Z,
"Mark Zuckerberg","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,37,2025-07-31T15:31:30.128Z,
"Meryl Streep","Famous People",21.42,poor,[object Object],0,5,6.5,10,37,2025-07-31T15:31:30.128Z,
"Michael Jordan","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,37,2025-07-31T15:31:30.128Z,
"Michelle Obama","Famous People",39.98,poor,[object Object],20,13,5.25,0,29,2025-07-31T15:31:30.128Z,
"Mozart","Famous People",8.92,unacceptable,[object Object],0,5,3.5,0,28,2025-07-31T15:31:30.129Z,
"Nelson Mandela","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,36,2025-07-31T15:31:30.129Z,
"Nikola Tesla","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,36,2025-07-31T15:31:30.129Z,
"Oprah Winfrey","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,36,2025-07-31T15:31:30.129Z,
"Pablo Picasso","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,36,2025-07-31T15:31:30.129Z,
"Prince Harry","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,36,2025-07-31T15:31:30.129Z,
"Queen Elizabeth","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,36,2025-07-31T15:31:30.129Z,
"Selena Gomez","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,36,2025-07-31T15:31:30.129Z,
"Stephen Hawking","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,36,2025-07-31T15:31:30.129Z,
"Stephen King","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,35,2025-07-31T15:31:30.130Z,
"Steve Jobs","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,35,2025-07-31T15:31:30.130Z,
"Thomas Edison","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,35,2025-07-31T15:31:30.130Z,
"Tom Cruise","Famous People",22.46,poor,[object Object],0,5,7.75,10,35,2025-07-31T15:31:30.130Z,
"Tom Hanks","Famous People",12.46,unacceptable,[object Object],0,5,7.75,0,35,2025-07-31T15:31:30.130Z,
"Vincent van Gogh","Famous People",13.64,unacceptable,[object Object],0,5,9.17,0,35,2025-07-31T15:31:30.131Z,
"Will Smith","Famous People",30.79,poor,[object Object],0,5,17.75,10,34,2025-07-31T15:31:30.131Z,
"William Shakespeare","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,34,2025-07-31T15:31:30.131Z,
"Winston Churchill","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,11,2025-07-31T15:31:30.154Z,
"Ancient Spellbook","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,11,2025-07-31T15:31:30.154Z,
"Casting Spell","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,10,2025-07-31T15:31:30.155Z,
"Casting Spells","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,10,2025-07-31T15:31:30.155Z,
"Castle Siege","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,10,2025-07-31T15:31:30.155Z,
"Crystal Ball","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,10,2025-07-31T15:31:30.155Z,
"Cursed Amulet","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,10,2025-07-31T15:31:30.155Z,
"Cursed Treasure","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,10,2025-07-31T15:31:30.155Z,
"Dragon Rider","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,10,2025-07-31T15:31:30.155Z,
"Dragon Riding","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,10,2025-07-31T15:31:30.155Z,
"Dragon Slayer","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,10,2025-07-31T15:31:30.155Z,
"Dragon's Breath","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,10,2025-07-31T15:31:30.155Z,
"Dragon's Lair","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,10,2025-07-31T15:31:30.155Z,
"Elf Archer","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,9,2025-07-31T15:31:30.156Z,
"Elven Archer","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,9,2025-07-31T15:31:30.156Z,
"Elven Kingdom","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,9,2025-07-31T15:31:30.156Z,
"Enchanted Forest","Fantasy & Magic",28.38,poor,[object Object],0,20,5.25,0,2,2025-07-31T15:31:30.156Z,
"Fairy Dust","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,9,2025-07-31T15:31:30.156Z,
"Fairy Godmother","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,23,2025-07-31T15:31:30.166Z,
"Fairy Wings","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,23,2025-07-31T15:31:30.166Z,
"Flying Broomstick","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,23,2025-07-31T15:31:30.166Z,
"Giant Ogre","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,22,2025-07-31T15:31:30.167Z,
"Goblin Attack","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,22,2025-07-31T15:31:30.167Z,
"Goblin Gold","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,22,2025-07-31T15:31:30.167Z,
"Griffin Flight","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,22,2025-07-31T15:31:30.167Z,
"Gryphon Flight","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,22,2025-07-31T15:31:30.167Z,
"Magic Mirror","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,22,2025-07-31T15:31:30.167Z,
"Magic Potion","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,21,2025-07-31T15:31:30.168Z,
"Magic Wand","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,21,2025-07-31T15:31:30.168Z,
"Mermaid Lagoon","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,21,2025-07-31T15:31:30.168Z,
"Mystic Portal","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,21,2025-07-31T15:31:30.168Z,
"Mystical Portal","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,20,2025-07-31T15:31:30.169Z,
"Mystical Unicorn","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,20,2025-07-31T15:31:30.169Z,
"Phoenix Feather","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,20,2025-07-31T15:31:30.169Z,
"Phoenix Rising","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,20,2025-07-31T15:31:30.169Z,
"Potion Brewing","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,20,2025-07-31T15:31:30.169Z,
"Sorcerer's Stone","Fantasy & Magic",28.38,poor,[object Object],0,20,5.25,0,12,2025-07-31T15:31:30.170Z,
"Spell Book","Fantasy & Magic",46.71,acceptable,[object Object],0,20,15.25,10,12,2025-07-31T15:31:30.170Z,
"Sword in Stone","Fantasy & Magic",36.50,poor,[object Object],0,20,15,0,20,2025-07-31T15:31:30.170Z,
"Talking Animals","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,19,2025-07-31T15:31:30.170Z,
"Troll Bridge","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,19,2025-07-31T15:31:30.170Z,
"Troll Under Bridge","Fantasy & Magic",12.25,unacceptable,[object Object],0,5,7.5,0,19,2025-07-31T15:31:30.171Z,
"Unicorn Horn","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,18,2025-07-31T15:31:30.171Z,
"Wand Waving","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,18,2025-07-31T15:31:30.171Z,
"Waving Wand","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,18,2025-07-31T15:31:30.171Z,
"Wizard Duel","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,17,2025-07-31T15:31:30.172Z,
"Wizard Hat","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,17,2025-07-31T15:31:30.172Z,
"Wizard School","Fantasy & Magic",18.71,unacceptable,[object Object],0,5,15.25,0,17,2025-07-31T15:31:30.172Z,
"Wizard's Hat","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,17,2025-07-31T15:31:30.172Z,
"Apple Pie","Food & Drink",45.46,acceptable,[object Object],10,5,7.75,23,16,2025-07-31T15:31:30.173Z,
"BBQ Ribs","Food & Drink",13.50,unacceptable,[object Object],0,5,9,0,16,2025-07-31T15:31:30.173Z,
"Baking Cake","Food & Drink",24.63,poor,[object Object],0,5,12.75,8,16,2025-07-31T15:31:30.173Z,
"Banana Split","Food & Drink",11.42,unacceptable,[object Object],0,5,6.5,0,16,2025-07-31T15:31:30.173Z,
"Boiling Pasta","Food & Drink",19.42,unacceptable,[object Object],0,5,6.5,8,16,2025-07-31T15:31:30.174Z,
"Bottled Water","Food & Drink",36.71,poor,[object Object],0,20,15.25,0,8,2025-07-31T15:31:30.174Z,
"Burger and Fries","Food & Drink",21.98,poor,[object Object],0,5,19.17,0,16,2025-07-31T15:31:30.174Z,
"Caesar Salad","Food & Drink",16.63,unacceptable,[object Object],0,5,12.75,0,15,2025-07-31T15:31:30.174Z,
"Cappuccino Foam","Food & Drink",11.42,unacceptable,[object Object],0,5,6.5,0,15,2025-07-31T15:31:30.174Z,
"Champagne Toast","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,14,2025-07-31T15:31:30.175Z,
"Cheese Burger","Food & Drink",16.63,unacceptable,[object Object],0,5,12.75,0,14,2025-07-31T15:31:30.175Z,
"Chicken Nuggets","Food & Drink",21.42,poor,[object Object],0,5,6.5,10,14,2025-07-31T15:31:30.175Z,
"Chocolate Cake","Food & Drink",29.83,poor,[object Object],0,5,19,8,14,2025-07-31T15:31:30.175Z,
"Chopping Onions","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,14,2025-07-31T15:31:30.175Z,
"Coffee Break","Food & Drink",51.71,acceptable,[object Object],0,20,15.25,15,6,2025-07-31T15:31:30.176Z,
"Coffee Mug","Food & Drink",52.75,acceptable,[object Object],0,20,16.5,15,6,2025-07-31T15:31:30.176Z,
"Cracking Nuts","Food & Drink",11.42,unacceptable,[object Object],0,5,6.5,0,13,2025-07-31T15:31:30.176Z,
"Drinking Smoothie","Food & Drink",9.33,unacceptable,[object Object],0,5,4,0,13,2025-07-31T15:31:30.176Z,
"Fish and Chips","Food & Drink",23.36,poor,[object Object],0,5,20.83,0,14,2025-07-31T15:31:30.176Z,
"French Fries","Food & Drink",31.42,poor,[object Object],10,5,6.5,10,21,2025-07-31T15:31:30.190Z,
"Fruit Smoothie","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,20,2025-07-31T15:31:30.191Z,
"Frying Eggs","Food & Drink",12.46,unacceptable,[object Object],0,5,7.75,0,20,2025-07-31T15:31:30.191Z,
"Garlic Bread","Food & Drink",18.71,unacceptable,[object Object],0,5,15.25,0,20,2025-07-31T15:31:30.191Z,
