phrase,category,final_score,quality_classification,decision,distinctiveness_score,describability_score,legacy_heuristics_score,cultural_validation_score,duration_ms,timestamp,error
"Birthday Celebration","Everything",18.93,unacceptable,[object Object],0,13,4,0,8,2025-07-31T15:53:10.506Z,
"Book","Everything",59.50,acceptable,[object Object],0,20,21,18,8,2025-07-31T15:53:10.506Z,
"Brushing Teeth","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,8,2025-07-31T15:53:10.506Z,
"Bubble Bath","Everything",22.06,poor,[object Object],0,13,7.75,0,8,2025-07-31T15:53:10.506Z,
"Campfire Songs","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:53:10.507Z,
"Camping Under Stars","Everything",12.25,unacceptable,[object Object],0,5,7.5,0,7,2025-07-31T15:53:10.507Z,
"Chocolate Bar","Everything",35.27,poor,[object Object],0,13,14,8,7,2025-07-31T15:53:10.507Z,
"Christmas","Everything",16.43,unacceptable,[object Object],0,13,1,0,7,2025-07-31T15:53:10.507Z,
"Christmas Tree","Everything",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.507Z,
"Cloud","Everything",16.92,unacceptable,[object Object],0,5,3.5,8,7,2025-07-31T15:53:10.507Z,
"Dancing Queen","Everything",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.507Z,
"Dog Walking","Everything",51.71,acceptable,[object Object],0,20,15.25,15,7,2025-07-31T15:53:10.507Z,
"Door","Everything",41.50,acceptable,[object Object],0,20,21,0,7,2025-07-31T15:53:10.507Z,
"Eating Ice Cream","Everything",45.19,acceptable,[object Object],0,20,15.83,8,7,2025-07-31T15:53:10.507Z,
"Fire","Everything",20.60,poor,[object Object],0,13,6,0,7,2025-07-31T15:53:10.507Z,
"Fireworks Display","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:53:10.507Z,
"Fishing Trip","Everything",12.46,unacceptable,[object Object],0,5,7.75,0,7,2025-07-31T15:53:10.507Z,
"Football Game","Everything",72.83,good,[object Object],10,20,19,23,7,2025-07-31T15:53:10.507Z,
"Garden Party","Everything",29.42,poor,[object Object],0,20,6.5,0,6,2025-07-31T15:53:10.508Z,
"Gardening Tools","Everything",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:53:10.508Z,
"Grocery Shopping","Everything",29.98,poor,[object Object],0,13,5.25,10,6,2025-07-31T15:53:10.508Z,
"Ice Skating","Everything",44.63,acceptable,[object Object],10,20,12.75,0,6,2025-07-31T15:53:10.508Z,
"Juggling Balls","Everything",28.38,poor,[object Object],0,20,5.25,0,6,2025-07-31T15:53:10.508Z,
"Library","Everything",8.92,unacceptable,[object Object],0,5,3.5,0,6,2025-07-31T15:53:10.508Z,
"Magic Show","Everything",22.06,poor,[object Object],0,13,7.75,0,6,2025-07-31T15:53:10.508Z,
"Movie Night","Everything",41.23,acceptable,[object Object],0,13,12.75,15,6,2025-07-31T15:53:10.508Z,
"Outer Space","Everything",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:10.508Z,
"Pet Adoption","Everything",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:10.508Z,
"Playing Guitar","Everything",21.02,poor,[object Object],0,13,6.5,0,102,2025-07-31T15:53:10.514Z,
"Reading","Everything",18.52,unacceptable,[object Object],0,13,3.5,0,102,2025-07-31T15:53:10.514Z,
"Riding a Bicycle","Everything",28.10,poor,[object Object],0,13,15,0,102,2025-07-31T15:53:10.514Z,
"Roller Coaster","Everything",21.02,poor,[object Object],0,13,6.5,0,102,2025-07-31T15:53:10.514Z,
"Santa Claus","Everything",21.02,poor,[object Object],0,13,6.5,0,102,2025-07-31T15:53:10.514Z,
"School","Everything",33.10,poor,[object Object],0,13,21,0,102,2025-07-31T15:53:10.514Z,
"Shopping Mall","Everything",56.02,acceptable,[object Object],25,13,6.5,10,99,2025-07-31T15:53:10.514Z,
"Skiing Adventure","Everything",27.98,poor,[object Object],0,13,5.25,8,101,2025-07-31T15:53:10.515Z,
"Skiing Trip","Everything",20.46,poor,[object Object],0,5,7.75,8,101,2025-07-31T15:53:10.515Z,
"Snow","Everything",19.00,unacceptable,[object Object],0,5,6,8,101,2025-07-31T15:53:10.515Z,
"Soccer Game","Everything",62.83,good,[object Object],0,20,19,23,101,2025-07-31T15:53:10.515Z,
"Soccer Match","Everything",34.23,poor,[object Object],0,13,12.75,8,101,2025-07-31T15:53:10.515Z,
"Solar Eclipse","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,101,2025-07-31T15:53:10.515Z,
"Summer Vacation","Everything",28.38,poor,[object Object],0,20,5.25,0,101,2025-07-31T15:53:10.515Z,
"Surprise Party","Everything",19.98,unacceptable,[object Object],0,13,5.25,0,101,2025-07-31T15:53:10.515Z,
"Treasure Hunt","Everything",11.42,unacceptable,[object Object],0,5,6.5,0,101,2025-07-31T15:53:10.515Z,
"Washing Dishes","Everything",21.02,poor,[object Object],0,13,6.5,0,100,2025-07-31T15:53:10.516Z,
"Water","Everything",41.50,acceptable,[object Object],0,20,21,0,100,2025-07-31T15:53:10.516Z,
"Wedding Ceremony","Everything",28.38,poor,[object Object],0,20,5.25,0,100,2025-07-31T15:53:10.516Z,
"Winter","Everything",26.92,poor,[object Object],0,20,3.5,0,100,2025-07-31T15:53:10.516Z,
"World Series","Everything",31.02,poor,[object Object],0,13,6.5,10,100,2025-07-31T15:53:10.516Z,
"Yoga Class","Everything",22.06,poor,[object Object],0,13,7.75,0,100,2025-07-31T15:53:10.516Z,
"Account Login","Everything+",21.02,poor,[object Object],0,13,6.5,0,100,2025-07-31T15:53:10.516Z,
"Alien Invasion","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,100,2025-07-31T15:53:10.516Z,
"All You Can Eat","Everything+",31.43,poor,[object Object],0,13,19,0,100,2025-07-31T15:53:10.516Z,
"All-Seeing Eye","Everything+",21.02,poor,[object Object],0,13,6.5,0,100,2025-07-31T15:53:10.516Z,
"Complete Makeover","Everything+",9.33,unacceptable,[object Object],0,5,4,0,99,2025-07-31T15:53:10.517Z,
"Concert Tickets","Everything+",22.54,poor,[object Object],0,5,10.25,8,8,2025-07-31T15:53:10.608Z,
"Content Library","Everything+",9.02,unacceptable,[object Object],0,3,6.5,0,8,2025-07-31T15:53:10.608Z,
"Cooking Show","Everything+",42.06,acceptable,[object Object],0,13,7.75,20,8,2025-07-31T15:53:10.608Z,
"Digital Wallet","Everything+",21.02,poor,[object Object],0,13,6.5,0,8,2025-07-31T15:53:10.608Z,
"Disco Fever","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,8,2025-07-31T15:53:10.608Z,
"Empathy","Everything+",18.52,unacceptable,[object Object],0,13,3.5,0,8,2025-07-31T15:53:10.608Z,
"Everything Bagel","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,8,2025-07-31T15:53:10.608Z,
"Everything Black","Everything+",19.98,unacceptable,[object Object],0,13,5.25,0,8,2025-07-31T15:53:10.608Z,
"Everything Changes","Everything+",19.98,unacceptable,[object Object],0,13,5.25,0,8,2025-07-31T15:53:10.608Z,
"Everything Hurts","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:53:10.609Z,
"Everything I Own","Everything+",22.54,poor,[object Object],0,13,8.33,0,7,2025-07-31T15:53:10.609Z,
"Everything Must Go","Everything+",18.50,unacceptable,[object Object],0,5,15,0,7,2025-07-31T15:53:10.609Z,
"Everything New","Everything+",19.75,unacceptable,[object Object],0,5,16.5,0,7,2025-07-31T15:53:10.609Z,
"Everything Store","Everything+",17.67,unacceptable,[object Object],0,5,14,0,7,2025-07-31T15:53:10.609Z,
"Everything You Want","Everything+",17.11,unacceptable,[object Object],0,5,13.33,0,7,2025-07-31T15:53:10.609Z,
"Exclusive Content","Everything+",7.98,unacceptable,[object Object],0,3,5.25,0,7,2025-07-31T15:53:10.609Z,
"Fashion Show","Everything+",22.46,poor,[object Object],0,5,7.75,10,7,2025-07-31T15:53:10.609Z,
"Fitness Tracker","Everything+",39.02,poor,[object Object],0,13,6.5,18,6,2025-07-31T15:53:10.610Z,
"Free Trial","Everything+",26.23,poor,[object Object],0,13,12.75,0,6,2025-07-31T15:53:10.610Z,
"Haunted Mansion","Everything+",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:10.610Z,
"Holiday Season","Everything+",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:10.610Z,
"Infinite Loop","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:53:10.610Z,
"Jigsaw Puzzle","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:10.611Z,
"Life Coach","Everything+",22.06,poor,[object Object],0,13,7.75,0,92,2025-07-31T15:53:10.616Z,
"Live Streaming","Everything+",29.02,poor,[object Object],0,13,6.5,8,91,2025-07-31T15:53:10.617Z,
"Mad Scientist","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,91,2025-07-31T15:53:10.617Z,
"Magic Carpet","Everything+",29.42,poor,[object Object],0,20,6.5,0,91,2025-07-31T15:53:10.617Z,
"Magic Trick","Everything+",21.02,poor,[object Object],0,13,6.5,0,91,2025-07-31T15:53:10.617Z,
"Metaphysics","Everything+",6.83,unacceptable,[object Object],0,5,1,0,91,2025-07-31T15:53:10.617Z,
"Movie Marathon","Everything+",56.58,acceptable,[object Object],0,20,11.5,23,91,2025-07-31T15:53:10.617Z,
"New Releases","Everything+",19.75,unacceptable,[object Object],0,5,16.5,0,91,2025-07-31T15:53:10.617Z,
"Omniscient Narrator","Everything+",9.33,unacceptable,[object Object],0,5,4,0,91,2025-07-31T15:53:10.617Z,
"Online Gaming","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,91,2025-07-31T15:53:10.617Z,
"Opening Presents","Everything+",10.38,unacceptable,[object Object],0,5,5.25,0,90,2025-07-31T15:53:10.618Z,
"Original Series","Everything+",19.98,unacceptable,[object Object],0,13,5.25,0,90,2025-07-31T15:53:10.618Z,
"Parental Controls","Everything+",18.93,unacceptable,[object Object],0,13,4,0,90,2025-07-31T15:53:10.618Z,
"Planet Earth","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,90,2025-07-31T15:53:10.618Z,
"Rainbow Bridge","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,90,2025-07-31T15:53:10.618Z,
"Rainbow Colors","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,90,2025-07-31T15:53:10.618Z,
"Silent Movie","Everything+",49.63,acceptable,[object Object],0,20,12.75,15,90,2025-07-31T15:53:10.618Z,
"Space Adventure","Everything+",19.98,unacceptable,[object Object],0,13,5.25,0,90,2025-07-31T15:53:10.618Z,
"Streaming Buffer","Everything+",19.98,unacceptable,[object Object],0,13,5.25,0,90,2025-07-31T15:53:10.618Z,
"Streaming Movies","Everything+",28.38,poor,[object Object],0,20,5.25,0,89,2025-07-31T15:53:10.619Z,
"Subscription Plan","Everything+",21.02,poor,[object Object],0,13,6.5,0,89,2025-07-31T15:53:10.619Z,
"Tech Gadgets","Everything+",22.06,poor,[object Object],0,13,7.75,0,89,2025-07-31T15:53:10.619Z,
"Time Traveler","Everything+",17.67,unacceptable,[object Object],0,5,14,0,89,2025-07-31T15:53:10.619Z,
"Total Eclipse","Everything+",11.42,unacceptable,[object Object],0,5,6.5,0,89,2025-07-31T15:53:10.619Z,
"User Profile","Everything+",30.46,poor,[object Object],0,20,7.75,0,89,2025-07-31T15:53:10.619Z,
"Video On Demand","Everything+",28.10,poor,[object Object],0,13,15,0,89,2025-07-31T15:53:10.619Z,
"Wedding Cake","Everything+",42.63,acceptable,[object Object],0,20,12.75,8,88,2025-07-31T15:53:10.620Z,
"Whole Grain","Everything+",21.02,poor,[object Object],0,13,6.5,0,88,2025-07-31T15:53:10.620Z,
"World Tour","Everything+",22.06,poor,[object Object],0,13,7.75,0,88,2025-07-31T15:53:10.620Z,
"World Travel","Everything+",31.02,poor,[object Object],0,13,6.5,10,84,2025-07-31T15:53:10.624Z,
"Abraham Lincoln","Famous People",21.02,poor,[object Object],0,13,6.5,0,84,2025-07-31T15:53:10.624Z,
"Albert Einstein","Famous People",35.38,poor,[object Object],25,5,5.25,0,11,2025-07-31T15:53:10.625Z,
"Angelina Jolie","Famous People",20.38,poor,[object Object],0,5,5.25,10,83,2025-07-31T15:53:10.625Z,
"Ariana Grande","Famous People",21.02,poor,[object Object],0,13,6.5,0,82,2025-07-31T15:53:10.626Z,
"Barack Obama","Famous People",46.02,acceptable,[object Object],25,13,6.5,0,10,2025-07-31T15:53:10.626Z,
"Beyoncé Knowles","Famous People",21.02,poor,[object Object],0,13,6.5,0,82,2025-07-31T15:53:10.626Z,
"Bill Gates","Famous People",47.06,acceptable,[object Object],25,13,7.75,0,10,2025-07-31T15:53:10.626Z,
"Charles Darwin","Famous People",21.02,poor,[object Object],0,13,6.5,0,82,2025-07-31T15:53:10.626Z,
"Charles Dickens","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,82,2025-07-31T15:53:10.626Z,
"Chris Hemsworth","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,81,2025-07-31T15:53:10.627Z,
"Cristiano Ronaldo","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,81,2025-07-31T15:53:10.627Z,
"David Beckham","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,81,2025-07-31T15:53:10.627Z,
"Donald Trump","Famous People",46.02,acceptable,[object Object],25,13,6.5,0,8,2025-07-31T15:53:10.628Z,
"Dwayne Johnson","Famous People",31.02,poor,[object Object],0,13,6.5,10,80,2025-07-31T15:53:10.628Z,
"Elon Musk","Famous People",48.10,acceptable,[object Object],25,13,9,0,7,2025-07-31T15:53:10.629Z,
"Emma Watson","Famous People",22.06,poor,[object Object],0,13,7.75,0,78,2025-07-31T15:53:10.630Z,
"Ernest Hemingway","Famous People",19.98,unacceptable,[object Object],0,13,5.25,0,78,2025-07-31T15:53:10.630Z,
"Gandhi","Famous People",18.52,unacceptable,[object Object],0,13,3.5,0,78,2025-07-31T15:53:10.630Z,
"Isaac Newton","Famous People",21.02,poor,[object Object],0,13,6.5,0,77,2025-07-31T15:53:10.631Z,
"Jane Austen","Famous People",22.06,poor,[object Object],0,13,7.75,0,76,2025-07-31T15:53:10.632Z,
"Jennifer Aniston","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,8,2025-07-31T15:53:10.708Z,
"Jennifer Lopez","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,8,2025-07-31T15:53:10.708Z,
"Johnny Depp","Famous People",32.06,poor,[object Object],0,13,7.75,10,8,2025-07-31T15:53:10.708Z,
"Julius Caesar","Famous People",21.02,poor,[object Object],0,13,6.5,0,8,2025-07-31T15:53:10.708Z,
"Kim Kardashian","Famous People",21.42,poor,[object Object],0,5,6.5,10,8,2025-07-31T15:53:10.709Z,
"LeBron James","Famous People",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.709Z,
"Leonardo DiCaprio","Famous People",19.33,unacceptable,[object Object],0,5,4,10,7,2025-07-31T15:53:10.709Z,
"Leonardo da Vinci","Famous People",21.85,poor,[object Object],0,13,7.5,0,7,2025-07-31T15:53:10.709Z,
"Marie Curie","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:53:10.709Z,
"Marilyn Monroe","Famous People",46.02,acceptable,[object Object],25,13,6.5,0,5,2025-07-31T15:53:10.709Z,
"Mark Twain","Famous People",22.06,poor,[object Object],0,13,7.75,0,7,2025-07-31T15:53:10.709Z,
"Mark Zuckerberg","Famous People",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.709Z,
"Meryl Streep","Famous People",21.42,poor,[object Object],0,5,6.5,10,7,2025-07-31T15:53:10.709Z,
"Michael Jordan","Famous People",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.709Z,
"Michelle Obama","Famous People",19.98,unacceptable,[object Object],0,13,5.25,0,7,2025-07-31T15:53:10.709Z,
"Mozart","Famous People",8.92,unacceptable,[object Object],0,5,3.5,0,7,2025-07-31T15:53:10.709Z,
"Nelson Mandela","Famous People",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.709Z,
"Nikola Tesla","Famous People",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.709Z,
"Oprah Winfrey","Famous People",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.709Z,
"Pablo Picasso","Famous People",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.709Z,
"Prince Harry","Famous People",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.709Z,
"Queen Elizabeth","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:53:10.710Z,
"Selena Gomez","Famous People",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:10.710Z,
"Stephen Hawking","Famous People",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:53:10.710Z,
"Stephen King","Famous People",22.06,poor,[object Object],0,13,7.75,0,6,2025-07-31T15:53:10.710Z,
"Steve Jobs","Famous People",47.06,acceptable,[object Object],25,13,7.75,0,4,2025-07-31T15:53:10.710Z,
"Thomas Edison","Famous People",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:10.710Z,
"Tom Cruise","Famous People",22.46,poor,[object Object],0,5,7.75,10,6,2025-07-31T15:53:10.710Z,
"Tom Hanks","Famous People",22.06,poor,[object Object],0,13,7.75,0,6,2025-07-31T15:53:10.710Z,
"Vincent van Gogh","Famous People",13.64,unacceptable,[object Object],0,5,9.17,0,6,2025-07-31T15:53:10.710Z,
"Will Smith","Famous People",30.79,poor,[object Object],0,5,17.75,10,6,2025-07-31T15:53:10.710Z,
"William Shakespeare","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:53:10.710Z,
"Winston Churchill","Famous People",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:53:10.710Z,
"Ancient Spellbook","Fantasy & Magic",28.38,poor,[object Object],0,20,5.25,0,6,2025-07-31T15:53:10.710Z,
"Casting Spell","Fantasy & Magic",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:10.710Z,
"Casting Spells","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:53:10.710Z,
"Castle Siege","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:53:10.710Z,
"Crystal Ball","Fantasy & Magic",30.46,poor,[object Object],0,20,7.75,0,6,2025-07-31T15:53:10.711Z,
"Cursed Amulet","Fantasy & Magic",21.02,poor,[object Object],0,13,6.5,0,5,2025-07-31T15:53:10.711Z,
"Cursed Treasure","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,5,2025-07-31T15:53:10.711Z,
"Dragon Rider","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:10.711Z,
"Dragon Riding","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:10.711Z,
"Dragon Slayer","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:10.711Z,
"Dragon's Breath","Fantasy & Magic",21.02,poor,[object Object],0,13,6.5,0,5,2025-07-31T15:53:10.711Z,
"Dragon's Lair","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:53:10.711Z,
"Elf Archer","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:53:10.711Z,
"Elven Archer","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:10.711Z,
"Elven Kingdom","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:10.711Z,
"Enchanted Forest","Fantasy & Magic",19.98,unacceptable,[object Object],0,13,5.25,0,5,2025-07-31T15:53:10.711Z,
"Fairy Dust","Fantasy & Magic",22.06,poor,[object Object],0,13,7.75,0,5,2025-07-31T15:53:10.711Z,
"Fairy Godmother","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,69,2025-07-31T15:53:10.716Z,
"Fairy Wings","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,69,2025-07-31T15:53:10.716Z,
"Flying Broomstick","Fantasy & Magic",19.98,unacceptable,[object Object],0,13,5.25,0,69,2025-07-31T15:53:10.716Z,
"Giant Ogre","Fantasy & Magic",22.06,poor,[object Object],0,13,7.75,0,68,2025-07-31T15:53:10.717Z,
"Goblin Attack","Fantasy & Magic",21.02,poor,[object Object],0,13,6.5,0,68,2025-07-31T15:53:10.717Z,
"Goblin Gold","Fantasy & Magic",22.06,poor,[object Object],0,13,7.75,0,68,2025-07-31T15:53:10.717Z,
"Griffin Flight","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,68,2025-07-31T15:53:10.717Z,
"Gryphon Flight","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,68,2025-07-31T15:53:10.717Z,
"Magic Mirror","Fantasy & Magic",21.02,poor,[object Object],0,13,6.5,0,68,2025-07-31T15:53:10.717Z,
"Magic Potion","Fantasy & Magic",21.02,poor,[object Object],0,13,6.5,0,68,2025-07-31T15:53:10.717Z,
"Magic Wand","Fantasy & Magic",22.06,poor,[object Object],0,13,7.75,0,68,2025-07-31T15:53:10.717Z,
"Mermaid Lagoon","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,68,2025-07-31T15:53:10.717Z,
"Mystic Portal","Fantasy & Magic",21.02,poor,[object Object],0,13,6.5,0,68,2025-07-31T15:53:10.717Z,
"Mystical Portal","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,68,2025-07-31T15:53:10.717Z,
"Mystical Unicorn","Fantasy & Magic",10.38,unacceptable,[object Object],0,5,5.25,0,67,2025-07-31T15:53:10.718Z,
"Phoenix Feather","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,67,2025-07-31T15:53:10.718Z,
"Phoenix Rising","Fantasy & Magic",11.42,unacceptable,[object Object],0,5,6.5,0,67,2025-07-31T15:53:10.718Z,
"Potion Brewing","Fantasy & Magic",21.02,poor,[object Object],0,13,6.5,0,67,2025-07-31T15:53:10.718Z,
"Sorcerer's Stone","Fantasy & Magic",19.98,unacceptable,[object Object],0,13,5.25,0,67,2025-07-31T15:53:10.718Z,
"Spell Book","Fantasy & Magic",46.71,acceptable,[object Object],0,20,15.25,10,67,2025-07-31T15:53:10.718Z,
"Sword in Stone","Fantasy & Magic",28.10,poor,[object Object],0,13,15,0,67,2025-07-31T15:53:10.718Z,
"Talking Animals","Fantasy & Magic",21.02,poor,[object Object],0,13,6.5,0,67,2025-07-31T15:53:10.718Z,
"Troll Bridge","Fantasy & Magic",21.02,poor,[object Object],0,13,6.5,0,67,2025-07-31T15:53:10.718Z,
"Troll Under Bridge","Fantasy & Magic",12.25,unacceptable,[object Object],0,5,7.5,0,67,2025-07-31T15:53:10.718Z,
"Unicorn Horn","Fantasy & Magic",12.46,unacceptable,[object Object],0,5,7.75,0,66,2025-07-31T15:53:10.719Z,
"Wand Waving","Fantasy & Magic",22.06,poor,[object Object],0,13,7.75,0,66,2025-07-31T15:53:10.719Z,
"Waving Wand","Fantasy & Magic",22.06,poor,[object Object],0,13,7.75,0,66,2025-07-31T15:53:10.719Z,
"Wizard Duel","Fantasy & Magic",22.06,poor,[object Object],0,13,7.75,0,66,2025-07-31T15:53:10.719Z,
"Wizard Hat","Fantasy & Magic",30.46,poor,[object Object],0,20,7.75,0,66,2025-07-31T15:53:10.719Z,
"Wizard School","Fantasy & Magic",28.31,poor,[object Object],0,13,15.25,0,66,2025-07-31T15:53:10.719Z,
"Wizard's Hat","Fantasy & Magic",30.46,poor,[object Object],0,20,7.75,0,66,2025-07-31T15:53:10.719Z,
"Apple Pie","Food & Drink",55.06,acceptable,[object Object],10,13,7.75,23,66,2025-07-31T15:53:10.719Z,
"BBQ Ribs","Food & Drink",23.10,poor,[object Object],0,13,9,0,66,2025-07-31T15:53:10.719Z,
"Baking Cake","Food & Drink",42.63,acceptable,[object Object],0,20,12.75,8,66,2025-07-31T15:53:10.719Z,
"Banana Split","Food & Drink",29.42,poor,[object Object],0,20,6.5,0,66,2025-07-31T15:53:10.719Z,
"Boiling Pasta","Food & Drink",29.02,poor,[object Object],0,13,6.5,8,66,2025-07-31T15:53:10.719Z,
"Bottled Water","Food & Drink",28.31,poor,[object Object],0,13,15.25,0,66,2025-07-31T15:53:10.719Z,
"Burger and Fries","Food & Drink",39.98,poor,[object Object],0,20,19.17,0,66,2025-07-31T15:53:10.719Z,
"Caesar Salad","Food & Drink",34.63,poor,[object Object],0,20,12.75,0,66,2025-07-31T15:53:10.719Z,
"Cappuccino Foam","Food & Drink",11.42,unacceptable,[object Object],0,5,6.5,0,65,2025-07-31T15:53:10.720Z,
"Champagne Toast","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,65,2025-07-31T15:53:10.720Z,
"Cheese Burger","Food & Drink",34.63,poor,[object Object],0,20,12.75,0,65,2025-07-31T15:53:10.720Z,
"Chicken Nuggets","Food & Drink",39.42,poor,[object Object],0,20,6.5,10,65,2025-07-31T15:53:10.720Z,
"Chocolate Cake","Food & Drink",47.83,acceptable,[object Object],0,20,19,8,65,2025-07-31T15:53:10.720Z,
"Chopping Onions","Food & Drink",19.98,unacceptable,[object Object],0,13,5.25,0,65,2025-07-31T15:53:10.720Z,
"Coffee Break","Food & Drink",51.71,acceptable,[object Object],0,20,15.25,15,65,2025-07-31T15:53:10.720Z,
"Coffee Mug","Food & Drink",52.75,acceptable,[object Object],0,20,16.5,15,65,2025-07-31T15:53:10.720Z,
"Cracking Nuts","Food & Drink",21.02,poor,[object Object],0,13,6.5,0,65,2025-07-31T15:53:10.720Z,
"Drinking Smoothie","Food & Drink",9.33,unacceptable,[object Object],0,5,4,0,65,2025-07-31T15:53:10.720Z,
"Fish and Chips","Food & Drink",32.96,poor,[object Object],0,13,20.83,0,65,2025-07-31T15:53:10.720Z,
"French Fries","Food & Drink",49.42,acceptable,[object Object],10,20,6.5,10,8,2025-07-31T15:53:10.785Z,
"Fruit Smoothie","Food & Drink",19.98,unacceptable,[object Object],0,13,5.25,0,8,2025-07-31T15:53:10.785Z,
"Frying Eggs","Food & Drink",22.06,poor,[object Object],0,13,7.75,0,8,2025-07-31T15:53:10.785Z,
"Garlic Bread","Food & Drink",36.71,poor,[object Object],0,20,15.25,0,8,2025-07-31T15:53:10.785Z,
"Green Tea","Food & Drink",28.31,poor,[object Object],0,13,15.25,0,8,2025-07-31T15:53:10.785Z,
"Grilled Cheese","Food & Drink",39.42,poor,[object Object],0,20,6.5,10,8,2025-07-31T15:53:10.785Z,
"Grilling Burger","Food & Drink",41.58,acceptable,[object Object],0,20,11.5,8,8,2025-07-31T15:53:10.785Z,
"Hamburger Bun","Food & Drink",37.42,poor,[object Object],0,20,6.5,8,8,2025-07-31T15:53:10.785Z,
"Hamburger Feast","Food & Drink",36.38,poor,[object Object],0,20,5.25,8,8,2025-07-31T15:53:10.785Z,
"Hot Chocolate","Food & Drink",43.60,acceptable,[object Object],0,13,24,8,8,2025-07-31T15:53:10.785Z,
"Hot Dog Stand","Food & Drink",55.96,acceptable,[object Object],0,13,20.83,23,8,2025-07-31T15:53:10.785Z,
"Ice Cream","Food & Drink",74.83,good,[object Object],25,20,19,10,4,2025-07-31T15:53:10.786Z,
